"sex","age","delta","g","adj_formula_fed","intake_ref","act","intake_act"
"female",545,16.1180777710223,2.73497622150007,1.00040600207427,1084.7743635234,0.99,1073.92661988817
"female",546,16.1349367234691,2.73060890211257,1.00026463261069,1085.20904449727,0.99,1074.35695405229
"female",547,16.1518196749974,2.72629015444617,1.00012568327853,1085.6436938151,0.99,1074.78725687695
"female",548,16.1687267897245,2.72202126908696,0.999989169440515,1086.078308806,0.99,1075.21752571794
"female",549,16.1856580581901,2.71780320586637,0.999855099912738,1086.5128863151,0.99,1075.64775745194
"female",550,16.2026129239586,2.71363588234568,0.999723462881591,1086.94742166239,0.99,1076.07794744577
"female",551,16.2195907231232,2.709519011298,0.999594242480085,1087.38190986824,0.99,1076.50809076956
"female",552,16.2365907917769,2.70545230549645,0.999467422841229,1087.81634595299,0.99,1076.93818249346
"female",553,16.253612466013,2.70143547771416,0.999342988098036,1088.25072493699,0.99,1077.36821768762
"female",554,16.2706550819246,2.69746824072426,0.999220922383516,1088.68504184059,0.99,1077.79819142218
"female",555,16.2877179756048,2.69355030729985,0.999101209830679,1089.11929168414,0.99,1078.2280987673
"female",556,16.3048004831468,2.68968139021408,0.998983834572537,1089.553469488,0.99,1078.65793479312
"female",557,16.3219019406437,2.68586120224004,0.998868780742101,1089.9875702725,0.99,1079.08769456978
"female",558,16.3390216841887,2.68208945615088,0.998756032472381,1090.42158905801,0.99,1079.51737316743
"female",559,16.3561590498749,2.67836586471971,0.998645573896389,1090.85552086488,0.99,1079.94696565623
"female",560,16.3733133737955,2.67469014071966,0.998537389147135,1091.28936071345,0.99,1080.37646710631
"female",561,16.3904839920436,2.67106199692385,0.99843146235763,1091.72310362407,0.99,1080.80587258783
"female",562,16.4076702407123,2.66748114610539,0.998327777660885,1092.15674461709,0.99,1081.23517717092
"female",563,16.4248714558948,2.66394730103741,0.998226319189911,1092.59027871287,0.99,1081.66437592574
"female",564,16.4420869736843,2.66046017449304,0.99812707107772,1093.02370093175,0.99,1082.09346392244
"female",565,16.4593161301739,2.65701947924539,0.998030017457321,1093.45700629409,0.99,1082.52243623115
"female",566,16.4765582614567,2.6536249280676,0.997935142461725,1093.89018982023,0.99,1082.95128792203
"female",567,16.4938127036259,2.65027623373277,0.997842430223944,1094.32324653053,0.99,1083.38001406523
"female",568,16.5110787927747,2.64697310901404,0.997751864876989,1094.75617144534,0.99,1083.80860973088
"female",569,16.5283558649961,2.64371526668452,0.99766343055387,1095.188959585,0.99,1084.23706998915
"female",570,16.5456432563833,2.64050241951734,0.997577111387598,1095.62160596986,0.99,1084.66538991016
"female",571,16.5629403030295,2.63733428028562,0.997492891511184,1096.05410562028,0.99,1085.09356456408
"female",572,16.5802463410278,2.63421056176248,0.997410755057639,1096.48645355661,0.99,1085.52158902104
"female",573,16.5975607064714,2.63113097672105,0.997330686159974,1096.91864479919,0.99,1085.9494583512
"female",574,16.6148827354533,2.62809523793445,0.9972526689512,1097.35067436838,0.99,1086.3771676247
"female",575,16.6322117640669,2.62510305817579,0.997176687564328,1097.78253728453,0.99,1086.80471191169
"female",576,16.6495471284051,2.62215415021821,0.997102726132368,1098.21422856799,0.99,1087.23208628231
"female",577,16.6668881645611,2.61924822683482,0.997030768788332,1098.6457432391,0.99,1087.65928580671
"female",578,16.6842342086282,2.61638500079875,0.99696079966523,1099.07707631823,0.99,1088.08630555504
"female",579,16.7015845966994,2.61356418488311,0.996892802896073,1099.50822282571,0.99,1088.51314059745
"female",580,16.7189386648678,2.61078549186104,0.996826762613872,1099.9391777819,0.99,1088.93978600408
"female",581,16.7362957492267,2.60804863450565,0.996762662951639,1100.36993620714,0.99,1089.36623684507
"female",582,16.7536551858691,2.60535332559006,0.996700488042383,1100.8004931218,0.99,1089.79248819058
"female",583,16.7710163108883,2.60269927788741,0.996640222019116,1101.23084354622,0.99,1090.21853511075
"female",584,16.7883784603773,2.6000862041708,0.996581849014849,1101.66098250074,0.99,1090.64437267573
"female",585,16.8057409704294,2.59751381721337,0.996525353162592,1102.09090500573,0.99,1091.06999595567
"female",586,16.8231031771376,2.59498182978823,0.996470718595357,1102.52060608152,0.99,1091.49540002071
"female",587,16.8404644165951,2.59248995466851,0.996417929446154,1102.95008074848,0.99,1091.92057994099
"female",588,16.857824024895,2.59003790462733,0.996366969847995,1103.37932402695,0.99,1092.34553078668
"female",589,16.8751813381305,2.58762539243781,0.99631782393389,1103.80833093727,0.99,1092.7702476279
"female",590,16.8925356923948,2.58525213087307,0.996270475836849,1104.23709649981,0.99,1093.19472553482
"female",591,16.9098864237809,2.58291783270625,0.996224909689885,1104.66561573491,0.99,1093.61895957756
"female",592,16.9272328683821,2.58062221071045,0.996181109626007,1105.09388366293,0.99,1094.0429448263
"female",593,16.9445743622914,2.5783649776588,0.996139059778227,1105.5218953042,0.99,1094.46667635116
"female",594,16.9619102416021,2.57614584632442,0.996098744279556,1105.94964567909,0.99,1094.89014922229
"female",595,16.9792398424072,2.57396452948044,0.996060147263005,1106.37712980793,0.99,1095.31335850985
"female",596,16.9965625007999,2.57182073989998,0.996023252861583,1106.8043427111,0.99,1095.73629928398
"female",597,17.0138775528734,2.56971419035616,0.995988045208303,1107.23127940892,0.99,1096.15896661483
"female",598,17.0311843347208,2.56764459362211,0.995954508436176,1107.65793492176,0.99,1096.58135557254
"female",599,17.0484821824353,2.56561166247093,0.995922626678211,1108.08430426996,0.99,1097.00346122726
"female",600,17.0657704321099,2.56361510967577,0.99589238406742,1108.51038247387,0.99,1097.42527864913
"female",601,17.0830484198379,2.56165464800974,0.995863764736814,1108.93616455385,0.99,1097.84680290831
"female",602,17.1003154817123,2.55972999024595,0.995836752819404,1109.36164553025,0.99,1098.26802907494
"female",603,17.1175709538264,2.55784084915754,0.9958113324482,1109.7868204234,0.99,1098.68895221917
"female",604,17.1348141722733,2.55598693751763,0.995787487756215,1110.21168425368,0.99,1099.10956741114
"female",605,17.1520444731461,2.55416796809934,0.995765202876457,1110.63623204141,0.99,1099.529869721
"female",606,17.1692611925379,2.55238365367579,0.995744461941938,1111.06045880697,0.99,1099.9498542189
"female",607,17.186463666542,2.5506337070201,0.99572524908567,1111.48435957069,0.99,1100.36951597498
"female",608,17.2036512312514,2.5489178409054,0.995707548440663,1111.90792935292,0.99,1100.78885005939
"female",609,17.2208232227593,2.54723576810481,0.995691344139928,1112.33116317402,0.99,1101.20785154228
"female",610,17.2379789771589,2.54558720139145,0.995676620316476,1112.75405605434,0.99,1101.62651549379
"female",611,17.2551178305433,2.54397185353844,0.995663361103318,1113.17660301422,0.99,1102.04483698408
"female",612,17.2722391190056,2.5423894373189,0.995651550633464,1113.59879907402,0.99,1102.46281108328
"female",613,17.289342178639,2.54083966550597,0.995641173039926,1114.02063925409,0.99,1102.88043286155
"female",614,17.3064263455367,2.53932225087275,0.995632212455714,1114.44211857477,0.99,1103.29769738903
"female",615,17.3234909557917,2.53783690619238,0.99562465301384,1114.86323205643,0.99,1103.71459973586
"female",616,17.3405353454973,2.53638334423797,0.995618478847314,1115.2839747194,0.99,1104.1311349722
"female",617,17.3575588507465,2.53496127778265,0.995613674089146,1115.70434158404,0.99,1104.5472981682
"female",618,17.3745608076325,2.53357041959953,0.99561022287235,1116.1243276707,0.99,1104.96308439399
"female",619,17.3915405522485,2.53221048246175,0.995608109329933,1116.54392799972,0.99,1105.37848871972
"female",620,17.4084974206876,2.53088117914242,0.995607317594909,1116.96313759147,0.99,1105.79350621555
"female",621,17.425430749043,2.52958222241467,0.995607831800287,1117.38195146628,0.99,1106.20813195162
"female",622,17.4423398734077,2.52831332505162,0.995609636079079,1117.80036464451,0.99,1106.62236099807
"female",623,17.459224129875,2.52707419982639,0.995612714564296,1118.21837214652,0.99,1107.03618842505
"female",624,17.476082854538,2.5258645595121,0.995617051388948,1118.63596899264,0.99,1107.44960930272
"female",625,17.4929153834899,2.52468411688188,0.995622630686045,1119.05315020324,0.99,1107.8626187012
"female",626,17.5097210528237,2.52353258470884,0.9956294365886,1119.46991079865,0.99,1108.27521169066
"female",627,17.5264991986326,2.52240967576612,0.995637453229624,1119.88624579924,0.99,1108.68738334124
"female",628,17.5432491570099,2.52131510282682,0.995646664742126,1120.30215022534,0.99,1109.09912872309
"female",629,17.5599702640485,2.52024857866408,0.995657055259117,1120.71761909732,0.99,1109.51044290635
"female",630,17.5766618558417,2.51920981605102,0.99566860891361,1121.13264743552,0.99,1109.92132096117
"female",631,17.5933232684826,2.51819852776076,0.995681309838614,1121.54723026029,0.99,1110.33175795769
"female",632,17.6099538380644,2.51721442656642,0.995695142167141,1121.96136259198,0.99,1110.74174896606
"female",633,17.6265529006802,2.51625722524113,0.995710090032201,1122.37503945095,0.99,1111.15128905644
"female",634,17.6431197924231,2.515326636558,0.995726137566806,1122.78825585754,0.99,1111.56037329896
"female",635,17.6596538493863,2.51442237329016,0.995743268903965,1123.2010068321,0.99,1111.96899676378
"female",636,17.676154407663,2.51354414821073,0.99576146817669,1123.61328739499,0.99,1112.37715452104
"female",637,17.6926208033462,2.51269167409283,0.995780719517993,1124.02509256654,0.99,1112.78484164088
"female",638,17.7090523725292,2.51186466370959,0.995801007060883,1124.43641736712,0.99,1113.19205319345
"female",639,17.725448451305,2.51106282983413,0.995822314938372,1124.84725681708,0.99,1113.59878424891
"female",640,17.7418083757669,2.51028588523957,0.995844627283471,1125.25760593676,0.99,1114.00502987739
"female",641,17.758131482008,2.50953354269903,0.99586792822919,1125.66745974651,0.99,1114.41078514905
"female",642,17.7744171061213,2.50880551498563,0.99589220190854,1126.07681326669,0.99,1114.81604513403
"female",643,17.7906645842002,2.5081015148725,0.995917432454533,1126.48566151765,0.99,1115.22080490247
"female",644,17.8068732523376,2.50742125513277,0.995943604000179,1126.89399951973,0.99,1115.62505952453
"female",645,17.8230424466268,2.50676444853954,0.995970700678489,1127.30182229328,0.99,1116.02880407035
"female",646,17.8391715031608,2.50613080786595,0.995998706622474,1127.70912485866,0.99,1116.43203361008
"female",647,17.855259758033,2.50552004588511,0.996027605965145,1128.11590223622,0.99,1116.83474321386
"female",648,17.8713065473363,2.50493187537016,0.996057382839513,1128.5221494463,0.99,1117.23692795184
"female",649,17.8873112071639,2.5043660090942,0.996088021378588,1128.92786150926,0.99,1117.63858289417
"female",650,17.903273073609,2.50382215983037,0.996119505715382,1129.33303344545,0.99,1118.03970311099
"female",651,17.9191914827648,2.50330004035178,0.996151819982906,1129.73766027521,0.99,1118.44028367246
"female",652,17.9350657707243,2.50279936343157,0.996184948314169,1130.1417370189,0.99,1118.84031964871
"female",653,17.9508952735807,2.50231984184284,0.996218874842184,1130.54525869687,0.99,1119.2398061099
"female",654,17.9666793274272,2.50186118835872,0.996253583699961,1130.94822032947,0.99,1119.63873812617
"female",655,17.982417268357,2.50142311575235,0.99628905902051,1131.35061693704,0.99,1120.03711076767
"female",656,17.998108432463,2.50100533679682,0.996325284936844,1131.75244353994,0.99,1120.43491910454
"female",657,18.0137521558386,2.50060756426528,0.996362245581973,1132.15369515852,0.99,1120.83215820694
"female",658,18.0293477745768,2.50022951093084,0.996399925088907,1132.55436681313,0.99,1121.228823145
"female",659,18.0448946247708,2.49987088956663,0.996438307590658,1132.95445352412,0.99,1121.62490898888
"female",660,18.0603920425137,2.49953141294576,0.996477377220236,1133.35395031184,0.99,1122.02041080872
"female",661,18.0758393638988,2.49921079384136,0.996517118110652,1133.75285219664,0.99,1122.41532367467
"female",662,18.091235925019,2.49890874502655,0.996557514394918,1134.15115419887,0.99,1122.80964265688
"female",663,18.1065810619677,2.49862497927446,0.996598550206044,1134.54885133888,0.99,1123.20336282549
"female",664,18.1218741108378,2.4983592093582,0.996640209677041,1134.94593863702,0.99,1123.59647925065
"female",665,18.1371144077226,2.4981111480509,0.99668247694092,1135.34241111364,0.99,1123.9889870025
"female",666,18.1523012887153,2.49788050812568,0.996725336130691,1135.73826378909,0.99,1124.3808811512
"female",667,18.1674340899089,2.49766700235566,0.996768771379366,1136.13349168372,0.99,1124.77215676688
"female",668,18.1825121473966,2.49747034351397,0.996812766819956,1136.52808981788,0.99,1125.1628089197
"female",669,18.1975347972715,2.49729024437372,0.996857306585472,1136.92205321193,0.99,1125.55283267981
"female",670,18.2125013756268,2.49712641770805,0.996902374808923,1137.31537688621,0.99,1125.94222311734
"female",671,18.2274112185557,2.49697857629007,0.996947955623322,1137.70805586106,0.99,1126.33097530245
"female",672,18.2422636621513,2.4968464328929,0.996994033161679,1138.10008515686,0.99,1126.71908430529
"female",673,18.2570580425067,2.49672970028967,0.997040591557005,1138.49145979393,0.99,1127.10654519599
"female",674,18.271793695715,2.4966280912535,0.997087614942311,1138.88217479264,0.99,1127.49335304471
"female",675,18.2864699578695,2.49654131855751,0.997135087450608,1139.27222517333,0.99,1127.8795029216
"female",676,18.3010861650633,2.49646909497483,0.997182993214907,1139.66160595636,0.99,1128.26498989679
"female",677,18.3156416533895,2.49641113327857,0.997231316368218,1140.05031216207,0.99,1128.64980904045
"female",678,18.3301357589413,2.49636714624186,0.997280041043552,1140.43833881081,0.99,1129.0339554227
"female",679,18.3445678178117,2.49633684663782,0.997329151373922,1140.82568092294,0.99,1129.41742411371
"female",680,18.358937166094,2.49631994723957,0.997378631492336,1141.2123335188,0.99,1129.80021018361
"female",681,18.3732431398813,2.49631616082024,0.997428465531806,1141.59829161874,0.99,1130.18230870256
"female",682,18.3874850752668,2.49632520015294,0.997478637625344,1141.98355024313,0.99,1130.5637147407
"female",683,18.4016623083435,2.49634677801081,0.997529131905959,1142.36810441229,0.99,1130.94442336817
"female",684,18.4157741752047,2.49638060716696,0.997579932506663,1142.7519491466,0.99,1131.32442965513
"female",685,18.4298200119434,2.49642640039451,0.997631023560468,1143.13507946639,0.99,1131.70372867172
"female",686,18.4437991546529,2.49648387046659,0.997682389200382,1143.51749039201,0.99,1132.08231548809
"female",687,18.4577109394263,2.49655273015632,0.997734013559418,1143.89917694382,0.99,1132.46018517439
"female",688,18.4715547023566,2.49663269223683,0.997785880770586,1144.28013414217,0.99,1132.83733280075
"female",689,18.4853297795372,2.49672346948122,0.997837974966899,1144.66035700741,0.99,1133.21375343733
"female",690,18.499035507061,2.49682477466263,0.997890280281365,1145.03984055988,0.99,1133.58944215428
"female",691,18.5126712210213,2.49693632055418,0.997942780846996,1145.41857981994,0.99,1133.96439402174
"female",692,18.5262362575112,2.497057819929,0.997995460796803,1145.79656980794,0.99,1134.33860410986
"female",693,18.5397299526239,2.49718898556019,0.998048304263797,1146.17380554423,0.99,1134.71206748878
"female",694,18.5531516424524,2.49732953022089,0.998101295380988,1146.55028204915,0.99,1135.08477922866
"female",695,18.56650066309,2.49747916668422,0.998154418281389,1146.92599434306,0.99,1135.45673439963
"female",696,18.5797763506298,2.4976376077233,0.998207657098009,1147.30093744631,0.99,1135.82792807185
"female",697,18.5929780411649,2.49780456611125,0.998260995963859,1147.67510637926,0.99,1136.19835531546
"female",698,18.6061050707885,2.4979797546212,0.998314419011951,1148.04849616224,0.99,1136.56801120061
"female",699,18.6191567755937,2.49816288602626,0.998367910375294,1148.42110181561,0.99,1136.93689079745
"female",700,18.6321324916736,2.49835367309956,0.998421454186901,1148.79291835972,0.99,1137.30498917612
"female",701,18.6450315551215,2.49855182861423,0.998475034579782,1149.16394081491,0.99,1137.67230140677
"female",702,18.6578533020305,2.49875706534338,0.998528635686948,1149.53416420155,0.99,1138.03882255954
"female",703,18.6705970684936,2.49896909606013,0.99858224164141,1149.90358353999,0.99,1138.40454770459
"female",704,18.6832621906041,2.49918763353762,0.998635836576178,1150.27219385056,0.99,1138.76947191205
"female",705,18.6958480044551,2.49941239054895,0.998689404624264,1150.63999015362,0.99,1139.13359025208
"female",706,18.7083538461397,2.49964307986726,0.998742929918678,1151.00696746952,0.99,1139.49689779483
"female",707,18.7207790517511,2.49987941426567,0.998796396592432,1151.37312081862,0.99,1139.85938961043
"female",708,18.7331229573825,2.50012110651729,0.998849788778535,1151.73844522126,0.99,1140.22106076905
"female",709,18.7453848991269,2.50036786939525,0.99890309061,1152.10293569779,0.99,1140.58190634081
"female",710,18.7575642130776,2.50061941567268,0.998956286219837,1152.46658726856,0.99,1140.94192139588
"female",711,18.7696602353276,2.50087545812269,0.999009359741057,1152.82939495393,0.99,1141.30110100439
"female",712,18.7816723019701,2.50113570951841,0.999062295306671,1153.19135377423,0.99,1141.65944023649
"female",713,18.7935997490983,2.50139988263296,0.999115077049689,1153.55245874984,0.99,1142.01693416234
"female",714,18.8054419128054,2.50166769023946,0.999167689103123,1153.91270490108,0.99,1142.37357785207
"female",715,18.8171981291843,2.50193884511103,0.999220115599984,1154.27208724832,0.99,1142.72936637584
"female",716,18.8288677343284,2.50221306002081,0.999272340673281,1154.6306008119,0.99,1143.08429480378
"female",717,18.8404500643307,2.5024900477419,0.999324348456027,1154.98824061218,0.99,1143.43835820606
"female",718,18.8519444552844,2.50276952104743,0.999376123081232,1155.3450016695,0.99,1143.79155165281
"female",719,18.8633502432827,2.50305119271052,0.999427648681908,1155.70087900422,0.99,1144.14387021418
"female",720,18.8746667644186,2.50333477550431,0.999478909391063,1156.05586763668,0.99,1144.49530896031
"female",721,18.8858933547853,2.50361998220189,0.999529889341712,1156.40996258724,0.99,1144.84586296136
"female",722,18.897029350476,2.50390652557642,0.999580572666862,1156.76315887624,0.99,1145.19552728748
"female",723,18.9080740875839,2.50419411840099,0.999630943499527,1157.11545152404,0.99,1145.5442970088
"female",724,18.919026902202,2.50448247344874,0.999680985972715,1157.46683555098,0.99,1145.89216719547
"female",725,18.9298871304235,2.50477130349278,0.99973068421944,1157.81730597742,0.99,1146.23913291765
"female",726,18.9406541083416,2.50506032130625,0.99978002237271,1158.16685782371,0.99,1146.58518924547
"female",727,18.9513271720494,2.50534923966226,0.999828984565537,1158.51548611019,0.99,1146.93033124909
"female",728,18.96190565764,2.50563777133393,0.999877554930933,1158.86318585723,0.99,1147.27455399865
"female",729,18.9723889012066,2.50592562909439,0.999925717601908,1159.20995208516,0.99,1147.6178525643
"female",730,18.9827762388424,2.50621252571676,0.999973456711472,1159.55577981433,0.99,1147.96022201619
"female",731,18.993067020832,2.50649817823303,1.00002075664,1159.90066417717,0.99,1148.3016575354
"female",732,19.0032610381556,2.5067824359274,1.0000676094493,1160.24460378602,0.99,1148.64215774816
"female",733,19.0133585972425,2.50706530276975,1.00011401618557,1160.58760132346,0.99,1148.98172531022
"female",734,19.0233600337794,2.50734679151007,1.00015997840499,1160.92965970309,0.99,1149.32036310606
"female",735,19.0332656834529,2.50762691489835,1.00020549766374,1161.27078183852,0.99,1149.65807402014
"female",736,19.0430758819498,2.50790568568459,1.00025057551799,1161.61097064336,0.99,1149.99486093693
"female",737,19.0527909649567,2.50818311661878,1.00029521352392,1161.95022903122,0.99,1150.33072674091
"female",738,19.0624112681604,2.50845922045093,1.00033941323769,1162.2885599157,0.99,1150.66567431654
"female",739,19.0719371272474,2.50873400993102,1.00038317621548,1162.62596621041,0.99,1150.9997065483
"female",740,19.0813688779046,2.50900749780906,1.00042650401347,1162.96245082895,0.99,1151.33282632066
"female",741,19.0907068558185,2.50927969683504,1.00046939818783,1163.29801668494,0.99,1151.66503651809
"female",742,19.099951396676,2.50955061975894,1.00051186029473,1163.63266669198,0.99,1151.99634002506
"female",743,19.1091028361635,2.50982027933078,1.00055389189035,1163.96640376367,0.99,1152.32673972603
"female",744,19.118161509968,2.51008868830054,1.00059549453086,1164.29923081362,0.99,1152.65623850549
"female",745,19.127127753776,2.51035585941822,1.00063666977244,1164.63115075545,0.99,1152.9848392479
"female",746,19.1360019032742,2.51062180543382,1.00067741917126,1164.96216650275,0.99,1153.31254483773
"female",747,19.1447842941493,2.51088653909733,1.00071774428349,1165.29228096914,0.99,1153.63935815945
"female",748,19.1534752620881,2.51115007315874,1.00075764666531,1165.62149706822,0.99,1153.96528209753
"female",749,19.1620751427771,2.51141242036806,1.0007971278729,1165.94981771359,0.99,1154.29031953645
"female",750,19.1705842719032,2.51167359347527,1.00083618946242,1166.27724581887,0.99,1154.61447336068
"female",751,19.1790029851529,2.51193360523038,1.00087483299005,1166.60378429766,0.99,1154.93774645468
"female",752,19.187331618213,2.51219246838337,1.00091306001196,1166.92943606356,0.99,1155.26014170293
"female",753,19.1955705067701,2.51245019568425,1.00095087208434,1167.2542040302,0.99,1155.58166198989
"female",754,19.203719986511,2.51270679988301,1.00098827076334,1167.57809111116,0.99,1155.90231020005
"female",755,19.2117803931223,2.51296229372964,1.00102525760516,1167.90110022006,0.99,1156.22208921786
"female",756,19.2197520622907,2.51321668997415,1.00106183416595,1168.22323427051,0.99,1156.5410019278
"female",757,19.227635329703,2.51347000136652,1.0010980020019,1168.54449617611,0.99,1156.85905121435
"female",758,19.2354305310457,2.51372224065675,1.00113376266917,1168.86488885047,0.99,1157.17623996196
"female",759,19.2431380020057,2.51397342059485,1.00116911772395,1169.18441520719,0.99,1157.49257105512
"female",760,19.2507580782695,2.51422355393079,1.00120406872241,1169.50307815989,0.99,1157.80804737829
"female",761,19.2582910955238,2.51447265341458,1.00123861722072,1169.82088062216,0.99,1158.12267181594
"female",762,19.2657373894555,2.51472073179622,1.00127276477505,1170.13782550762,0.99,1158.43644725255
"female",763,19.273097295751,2.51496780182569,1.00130651294158,1170.45391572988,0.99,1158.74937657258
"female",764,19.2803711500972,2.51521387625301,1.00133986327649,1170.76915420253,0.99,1159.06146266051
"female",765,19.2875592881807,2.51545896782815,1.00137281733594,1171.08354383919,0.99,1159.3727084008
"female",766,19.2946620456883,2.51570308930112,1.00140537667611,1171.39708755347,0.99,1159.68311667793
"female",767,19.3016797583065,2.51594625342191,1.00143754285318,1171.70978825896,0.99,1159.99269037638
"female",768,19.3086127617221,2.51618847294051,1.00146931742332,1172.02164886929,0.99,1160.30143238059
"female",769,19.3154613916218,2.51642976060693,1.0015007019427,1172.33267229804,0.99,1160.60934557506
"female",770,19.3222259836923,2.51667012917116,1.0015316979675,1172.64286145884,0.99,1160.91643284425
"female",771,19.3289068736202,2.51690959138319,1.00156230705389,1172.95221926529,0.99,1161.22269707264
"female",772,19.3355043970922,2.51714815999302,1.00159253075805,1173.26074863099,0.99,1161.52814114468
"female",773,19.3420188897951,2.51738584775065,1.00162237063614,1173.56845246955,0.99,1161.83276794485
"female",774,19.3484506874155,2.51762266740606,1.00165182824435,1173.87533369458,0.99,1162.13658035763
"female",775,19.3548001256401,2.51785863170926,1.00168090513885,1174.18139521969,0.99,1162.43958126749
"female",776,19.3610675401556,2.51809375341025,1.0017096028758,1174.48663995847,0.99,1162.74177355889
"female",777,19.3672532666487,2.51832804525901,1.0017379230114,1174.79107082455,0.99,1163.0431601163
"female",778,19.373357640806,2.51856152000554,1.0017658671018,1175.09469073152,0.99,1163.3437438242
"female",779,19.3793809983143,2.51879419039984,1.00179343670319,1175.39750259299,0.99,1163.64352756706
"female",780,19.3853236748603,2.51902606919191,1.00182063337174,1175.69950932258,0.99,1163.94251422935
"female",781,19.3911860061306,2.51925716913173,1.00184745866362,1176.00071383388,0.99,1164.24070669554
"female",782,19.396968327812,2.51948750296931,1.001873914135,1176.3011190405,0.99,1164.53810785009
"female",783,19.402670975591,2.51971708345464,1.00190000134206,1176.60072785605,0.99,1164.83472057749
"female",784,19.4082942851545,2.51994592333771,1.00192572184098,1176.89954319414,0.99,1165.1305477622
"female",785,19.4138385921891,2.52017403536853,1.00195107718793,1177.19756796837,0.99,1165.42559228869
"female",786,19.4193042323814,2.52040143229708,1.00197606893908,1177.49480509236,0.99,1165.71985704143
"female",787,19.4246915414183,2.52062812687336,1.0020006986506,1177.7912574797,0.99,1166.0133449049
"female",788,19.4300008549862,2.52085413184737,1.00202496787868,1178.086928044,0.99,1166.30605876356
"female",789,19.4352325087721,2.52107945996911,1.00204887817948,1178.38181969888,0.99,1166.59800150189
"female",790,19.4403868384625,2.52130412398856,1.00207243110918,1178.67593535793,0.99,1166.88917600435
"female",791,19.4454641797441,2.52152813665573,1.00209562822395,1178.96927793477,0.99,1167.17958515542
"female",792,19.4504648683036,2.52175151072061,1.00211847107997,1179.26185034299,0.99,1167.46923183956
"female",793,19.4553892398277,2.5219742589332,1.00214096123341,1179.55365549622,0.99,1167.75811894126
"female",794,19.4602376300031,2.52219639404348,1.00216310024044,1179.84469630805,0.99,1168.04624934497
"female",795,19.4650103745166,2.52241792880146,1.00218488965724,1180.1349756921,0.99,1168.33362593517
"female",796,19.4697078090546,2.52263887595714,1.00220633103999,1180.42449656196,0.99,1168.62025159634
"female",797,19.4743302693041,2.5228592482605,1.00222742594485,1180.71326183125,0.99,1168.90612921293
"female",798,19.4788780909516,2.52307905846155,1.002248175928,1181.00127441357,0.99,1169.19126166943
"female",799,19.4833516096838,2.52329831931027,1.00226858254562,1181.28853722253,0.99,1169.4756518503
"female",800,19.4877511611875,2.52351704355667,1.00228864735388,1181.57505317173,0.99,1169.75930264001
"female",801,19.4920770811492,2.52373524395074,1.00230837190895,1181.86082517479,0.99,1170.04221692304
"female",802,19.4963297052558,2.52395293324247,1.002327757767,1182.14585614531,0.99,1170.32439758386
"female",803,19.5005093691939,2.52417012418186,1.00234680648422,1182.43014899689,0.99,1170.60584750692
"female",804,19.5046164086501,2.52438682951891,1.00236551961677,1182.71370664315,0.99,1170.88656957672
"female",805,19.5086511593113,2.52460306200361,1.00238389872084,1182.99653199769,0.99,1171.16656667771
"female",806,19.5126139568639,2.52481883438596,1.00240194535258,1183.27862797412,0.99,1171.44584169438
"female",807,19.5165051369949,2.52503415941596,1.00241966106819,1183.55999748604,0.99,1171.72439751118
"female",808,19.5203250353908,2.52524904984359,1.00243704742382,1183.84064344706,0.99,1172.00223701259
"female",809,19.5240739877383,2.52546351841885,1.00245410597566,1184.12056877079,0.99,1172.27936308308
"female",810,19.5277523297241,2.52567757789175,1.00247083827988,1184.39977637083,0.99,1172.55577860712
"female",811,19.5313603970349,2.52589124101227,1.00248724589266,1184.67826916079,0.99,1172.83148646918
"female",812,19.5348985253574,2.52610452053041,1.00250333037016,1184.95605005428,0.99,1173.10648955374
"female",813,19.5383670503783,2.52631742919616,1.00251909326856,1185.23312196491,0.99,1173.38079074526
"female",814,19.5417663077843,2.52652997975953,1.00253453614404,1185.50948780628,0.99,1173.65439292822
"female",815,19.545096633262,2.52674218497051,1.00254966055277,1185.785150492,0.99,1173.92729898708
"female",816,19.5483583624982,2.52695405757909,1.00256446805092,1186.06011293567,0.99,1174.19951180631
"female",817,19.5515518311795,2.52716561033526,1.00257896019467,1186.3343780509,0.99,1174.4710342704
"female",818,19.5546773749926,2.52737685598903,1.0025931385402,1186.60794875131,0.99,1174.7418692638
"female",819,19.5577353296243,2.52758780729039,1.00260700464366,1186.88082795049,0.99,1175.01201967098
"female",820,19.5607260307611,2.52779847698934,1.00262056006125,1187.15301856205,0.99,1175.28148837643
"female",821,19.5636498140899,2.52800887783586,1.00263380634914,1187.42452349961,0.99,1175.55027826461
"female",822,19.5665070152972,2.52821902257996,1.00264674506349,1187.69534567676,0.99,1175.81839221999
"female",823,19.5692979700698,2.52842892397164,1.00265937776048,1187.96548800711,0.99,1176.08583312704
"female",824,19.5720230140944,2.52863859476087,1.00267170599629,1188.23495340427,0.99,1176.35260387023
"female",825,19.5746824830576,2.52884804769768,1.00268373132709,1188.50374478185,0.99,1176.61870733403
"female",826,19.5772767126461,2.52905729553204,1.00269545530906,1188.77186505345,0.99,1176.88414640292
"female",827,19.5798060385467,2.52926635101395,1.00270687949836,1189.03931713269,0.99,1177.14892396136
"female",828,19.582270796446,2.52947522689341,1.00271800545117,1189.30610393316,0.99,1177.41304289383
"female",829,19.5846713220307,2.52968393592042,1.00272883472368,1189.57222836848,0.99,1177.67650608479
"female",830,19.5870079509874,2.52989249084497,1.00273936887204,1189.83769335225,0.99,1177.93931641872
